,0,1,2,3,4,5,6,7,8,9
95,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3304791747314527
96,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3305186253960023
97,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3311622795795316
98,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,0.0,0.3319387608661437
99,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.33239987831129014
100,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.33368829762850716
101,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.33386233132677506
102,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.33476814497739704
103,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.33966569615766823
104,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.34085049696583375
105,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3422486646593632
106,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3426027697439593
107,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3431558035846207
108,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3435061292413487
109,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.34399641434169115
110,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3442055704439915
111,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.34520595350348005
112,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3467592588916452
113,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.34726614787261056
114,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.34768201778045
115,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3477666815394373
116,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.34781890703567875
117,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.34784397370824494
118,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.34901642675351907
119,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3503422171396036
120,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.35105235878836993
121,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3513381884335728
122,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3525803707209164
123,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3532567453895942
124,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3542167608442953
125,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3562799041421788
126,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3564613746923652
127,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.35955936007172834
128,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3606993253606905
129,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.36226158094005056
130,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3623081434648987
131,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.362592721925334
132,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3627463520496996
133,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.36282432983495094
134,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.36291569678217517
135,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3634675326166417
136,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3642003761998872
137,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.36468702109376494
138,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.364969521303224
139,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3667095488664972
140,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.36683697206091637
141,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3670892562877922
142,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3678058763925346
143,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3697073046634489
144,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.36988210994584153
145,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.370842023217827
146,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.37165165808604805
147,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.37314995079221536
148,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.37318513787428614
149,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.37399651605153017
150,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3746519535179079
151,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.37623766341172393
152,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3780277400167867
153,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3781184770072615
154,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3783785892428396
155,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3785622493693722
156,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3789963650091759
157,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.37923945046846685
158,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3803711274703693
159,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3811888526015764
160,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3859116931199803
161,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3869413110415431
162,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3875900460927276
163,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.389229988589574
164,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.38945334917144914
165,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3907192858311947
166,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3961740537227302
167,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.3998693928088869
168,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,0.0,0.40081310721052005
169,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4016894229903071
170,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.40228923284093576
171,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4026533710865884
172,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.40306465059874846
173,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.40617806303199666
174,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.40716606911387937
175,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.40716606911387937
176,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.40719181539546845
177,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.40726204525780657
178,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.40731659846304125
179,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4090031495943976
180,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.40917454162648903
181,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.41087811867010254
182,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4114345359459976
183,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.41267686406996024
184,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.41368700652200685
185,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.414399018988555
186,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4146364111743437
187,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,0.0,0.41470772791759514
188,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.41536064440687365
189,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.41563731829298634
190,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.415821718512614
191,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,0.0,0.41597942569317353
192,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.41666776174950637
193,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4186923077492892
194,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.42037019326626207
195,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4215695432625349
196,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.42250023866881437
197,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.422906513610018
198,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4235281360536408
199,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.42455650349415963
200,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,0.0,0.4247679427801504
201,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.42508107817984253
202,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.42648631092040035
203,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.42670596509727376
204,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.42677215807727864
205,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.42698470585281056
206,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4280217269222715
207,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.42859361593350986
208,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4287295113579458
209,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4310319154549553
210,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.43176002523031276
211,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4345286826762692
212,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4349390016706267
213,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4352499526652203
214,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.43668517060472434
215,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4376959562249282
216,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.43777387795541756
217,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4381210427598591
218,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4382556101275037
219,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.43977537309926107
220,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.43989503474365055
221,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.44021219451212973
222,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.44075817159357605
223,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,0.0,0.44121710126767183
224,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4422229001081428
225,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4438611253399346
226,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.445016136622901
227,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.44540245478387874
228,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.44632660693376836
229,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.44675680868795165
230,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.44700352776669927
231,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4474362745320615
232,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4482303375030948
233,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4498480471629013
234,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4512081464520158
235,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,0.0,0.45124346092210654
236,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4512685268962821
237,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.45434507398562207
238,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4546359059059992
239,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4548575768731506
240,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.45564545362057596
241,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4561624742074306
242,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4568003001533833
243,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.45710843147965285
244,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4590364149541221
245,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.46071753191695164
246,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.46104352714175767
247,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4627917715224148
248,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4632655258957553
249,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4643495742285042
250,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.46565755926931357
251,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.465843894095338
252,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.46587954985228763
253,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.46594012394063233
254,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.46617591617338805
255,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.46624656121043906
256,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.46782595051091735
257,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,0.0,0.4679537307385274
258,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4697629964130601
259,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4701783335333887
260,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.47093498432961295
261,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4712393218717631
262,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4721162364787528
263,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4748826934915052
264,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4758293766929924
265,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4765007257911684
266,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.47727754271136924
267,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4779583869225509
268,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.47827000633558775
269,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.47851425596298713
270,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4801391112385388
271,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4816639700569524
272,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4818202244886722
273,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4830747203704263
274,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4842797478258669
275,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4849969447189248
276,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.48515726783228136
277,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.48522172174666917
278,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4861328214452279
279,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4878273632579617
280,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4878367146543633
281,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4886261304644669
282,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4891571574878
283,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4908360792214195
284,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.49107753273333465
285,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,0.0,0.4914324829258531
286,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.49180186755148125
287,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4925729717783986
288,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4936304785848358
289,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4948584720373732
290,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,0.0,0.49520272964845574
291,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.49802421630605
292,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4988700114774397
293,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4993952703867648
294,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.4994947934152307
295,0.58,0.31,0.01,0.84,0.18,0.37,0.87,0.46,1.0,0.5006970219862518
